SMA,SMA_b,WMA_b,STCK_b,MOM_b,LWR_b,ADO_b,CCI_b,TREND
2550.2,1,1,0,1,1,0,0,0
2504.4,0,1,1,0,0,0,1,0
1974.0,1,1,0,1,1,1,1,1
1107.7,0,0,0,0,1,1,0,0
2531.2,1,1,0,1,1,1,0,1
2681.6,1,1,0,0,1,1,1,1
2438.4,0,0,0,0,1,1,0,1
2011.5,1,1,0,1,1,1,0,1
1632.8,0,0,1,1,0,1,1,0
1498.6,0,0,0,1,0,0,0,1
1352.6,1,1,1,1,0,0,1,1
1627.0,0,0,1,1,0,0,1,1
1508.3,1,1,1,1,0,1,1,1
7414.7,1,1,1,1,0,1,1,0
1846.7,0,0,1,0,0,1,1,0
2780.8,1,1,0,1,1,1,1,0
1749.9,1,0,1,1,0,1,0,0
2526.0,1,1,1,1,0,1,1,0
1837.3,1,0,0,1,1,0,0,1
1757.4,1,1,0,1,1,1,0,1
1812.6,0,0,1,0,0,0,1,0
1282.4,0,0,0,0,1,1,1,1
22365.0,1,1,0,1,1,0,0,1
1933.9,1,1,0,1,1,0,0,1
2371.1,0,0,1,0,0,1,0,1
3303.8,1,1,1,1,0,0,1,1
1638.8,0,0,0,0,1,1,0,0
4622.9,1,1,0,1,1,0,0,1
1670.3,0,0,0,0,1,1,1,0
2595.4,0,0,1,1,0,1,1,0
2836.1,1,1,0,1,1,0,0,1
2405.9,1,1,1,1,0,0,1,0
6501.4,1,1,0,1,1,0,0,1
1764.5,0,0,0,1,1,1,0,1
3339.0,0,1,1,0,0,0,1,1
2171.9,1,0,0,1,1,1,0,0
4633.9,0,1,1,0,0,1,1,1
2890.4,0,0,1,0,0,0,0,0
2540.0,1,1,1,0,0,0,1,1
2656.8,1,1,1,1,0,0,1,1
1649.8,0,0,1,0,0,1,1,1
1137.7,0,0,1,0,0,0,0,0
3242.7,0,0,1,0,0,0,1,1
3890.7,1,1,0,1,1,0,1,1
2196.9,0,0,0,0,1,0,0,0
4099.0,1,1,0,0,1,1,0,0
1681.3,0,0,1,0,0,1,1,1
1179.2,0,0,0,1,1,0,0,1
2303.2,1,1,1,1,0,0,1,1
1458.3,0,0,1,0,0,0,1,1
1994.4,1,1,1,0,0,0,1,0
2443.1,0,0,0,0,1,1,0,1
1859.8,1,0,0,1,1,0,0,0
3630.6,0,0,0,0,1,0,1,0
3821.4,0,0,1,0,0,0,1,0
1790.4,0,0,1,0,0,0,1,0
1462.6,1,0,0,0,1,0,0,1
10407.5,1,1,0,1,1,0,1,1
2857.4,0,0,0,0,1,0,1,0
1968.2,0,0,0,0,1,0,1,1
2162.4,0,1,1,0,0,0,1,0
7755.0,1,1,0,1,1,1,0,1
2979.8,0,0,0,0,1,1,0,1
14194.0,1,1,0,1,1,0,0,0
2537.5,1,1,0,1,1,1,0,1
2388.6,0,0,1,0,0,0,1,1
1703.4,1,1,1,1,0,0,0,1
1621.3,0,0,1,0,0,0,1,0
14829.6,1,1,0,1,1,1,0,1
3870.9,0,0,0,0,1,1,0,0
2092.2,0,0,0,0,1,0,1,0
2298.5,0,0,1,0,0,0,0,1
3506.7,0,0,1,0,0,0,1,0
3982.7,0,0,0,0,1,0,0,0
2286.9,0,0,1,0,0,0,1,0
1146.2,0,0,1,0,0,1,1,0
2631.1,1,1,1,1,0,0,1,0
1154.5,1,1,0,1,1,1,1,1
1329.7,0,0,0,0,1,0,1,0
2372.0,1,0,1,1,0,0,0,1
2125.5,0,0,0,0,1,0,0,1
1771.7,0,1,1,0,0,1,1,1
7300.3,1,1,1,1,0,0,1,1
3126.9,1,1,0,1,1,0,0,0
1741.3,0,0,1,0,0,1,0,0
33604.0,0,0,0,0,1,0,1,0
1517.3,0,0,1,1,0,0,1,1
2106.8,0,0,0,0,1,1,0,0
4041.8,0,0,0,0,1,0,0,0
2616.7,1,1,0,1,1,1,0,0
2230.3,0,0,1,0,0,0,1,0
2201.2,1,1,0,1,1,0,0,1
2482.1,1,1,1,1,0,0,0,0
14412.5,1,1,1,1,0,0,0,1
2299.1,0,0,0,0,1,1,1,0
1707.7,1,1,0,0,1,1,0,0
2616.7,1,1,0,1,1,1,0,0
1531.7,0,0,1,0,0,0,1,0
3938.3,0,0,1,0,0,0,0,0
1351.1,0,0,0,0,1,0,1,1
2763.3,1,1,1,0,0,1,1,1
2763.3,1,1,0,1,1,0,0,0
2286.9,0,0,1,0,0,0,1,0
3282.6,0,0,0,1,1,1,0,1
2706.6,0,0,1,0,0,0,1,0
2721.6,0,0,0,1,1,0,0,1
2632.1,1,1,0,1,1,0,0,0
2328.5,0,0,0,0,1,0,1,0
3593.1,1,1,0,1,1,0,0,1
2491.7,0,0,1,1,0,0,1,1
1213.3,0,0,1,0,0,0,0,1
2603.1,0,0,1,0,0,0,1,0
1099.6,1,1,0,1,1,0,0,0
1435.1,0,0,0,0,1,1,1,1
1860.0,0,0,1,0,0,0,1,0
27732.0,1,1,1,1,0,0,0,1
3759.4,0,0,0,0,1,1,0,0
1856.8,0,0,1,0,0,1,1,0
1773.3,1,1,0,0,1,0,0,1
1027.1,0,0,0,1,1,1,0,1
1573.7,0,0,0,0,1,1,0,1
17250.7,1,1,1,1,0,1,1,0
2724.9,0,1,1,0,0,0,1,0
2025.7,0,0,1,0,0,0,1,1
1951.3,1,1,0,1,1,1,0,1
1205.8,0,0,0,0,1,0,0,0
4433.0,1,1,1,1,0,0,1,0
4367.3,0,1,0,0,1,0,0,0
1353.6,0,0,1,0,0,1,1,1
1493.5,1,1,0,1,1,1,0,0
2406.1,0,0,0,0,1,0,0,1
4712.3,1,1,0,1,1,0,0,1
1490.1,0,0,1,0,0,1,1,1
1910.3,1,1,0,1,1,1,0,1
2613.6,1,1,0,1,1,1,0,0
2702.5,1,1,1,1,0,0,1,1
33334.0,1,1,0,1,1,0,0,1
1357.4,1,1,1,1,0,0,0,0
1963.9,0,0,0,0,1,0,1,1
2441.0,0,0,1,0,0,0,1,1
2970.3,0,0,1,0,0,0,0,0
4505.0,0,0,1,0,0,0,1,1
2382.6,0,0,1,0,0,0,0,0
1732.1,0,0,1,0,0,1,1,0
3244.2,0,0,1,1,0,1,0,0
1118.8,0,0,0,0,1,1,0,0
1557.7,0,0,0,0,1,0,0,1
1227.1,0,0,1,0,0,0,1,1
1205.1,0,0,0,0,1,0,0,0
2475.7,0,0,0,0,1,0,0,0
1715.0,0,0,0,0,1,1,1,0
31199.0,0,0,0,1,1,1,0,1
2479.7,1,1,1,0,0,1,1,1
2635.1,0,0,0,0,1,1,0,0
2019.0,0,0,0,1,1,1,0,1
1111.9,0,0,1,0,0,1,1,1
2936.4,0,0,0,0,1,0,0,1
4371.8,0,0,1,0,0,1,1,1
2178.6,1,1,1,1,0,1,0,0
2145.1,1,0,0,1,1,0,0,0
14119.9,0,0,1,0,0,1,1,1
3469.5,1,1,1,0,0,0,1,1
1171.4,0,1,0,0,0,0,0,1
1638.4,1,1,0,1,1,1,0,1
2317.8,1,1,0,1,1,1,0,1
2309.1,0,0,1,1,0,0,0,1
2240.1,0,0,1,0,0,0,1,0
2761.1,1,1,0,1,1,1,0,0
1498.2,0,1,0,0,1,0,1,0
1757.4,1,1,0,1,1,1,0,1
2201.2,1,1,0,1,1,0,0,1
1990.7,1,1,1,1,0,1,1,1
3240.6,0,0,1,0,0,0,1,1
4638.6,1,1,1,0,0,0,1,0
15027.6,1,1,0,1,1,0,0,0
1450.3,0,0,0,0,1,0,0,1
4739.2,1,1,1,1,0,1,1,0
1255.1,0,0,0,0,0,0,0,0
2213.3,0,0,1,0,0,0,1,1
2587.1,0,0,0,0,1,1,0,0
1865.6,0,0,1,0,0,0,1,0
5511.4,0,0,0,0,1,0,0,0
4723.0,0,0,1,1,0,0,0,1
2519.5,1,1,1,1,0,0,1,0
1648.7,0,0,1,1,0,1,1,1
6767.5,1,1,0,1,1,1,0,0
2252.1,0,0,0,0,1,1,0,0
2833.5,1,1,0,1,1,1,0,0
1709.3,1,0,1,0,0,0,1,0
15028.2,1,1,1,0,0,0,1,0
1282.8,1,1,1,1,0,1,1,0
4190.5,1,1,0,1,1,0,0,1
2140.2,0,0,0,0,1,1,1,0
1482.7,0,0,0,0,1,0,0,1
1146.8,0,0,0,0,0,0,0,1
2442.5,1,0,0,1,1,1,0,0
5683.7,1,1,1,1,0,1,0,1
2875.9,0,0,1,0,0,1,1,1
1701.3,0,0,0,0,1,1,0,0
2212.8,0,0,1,0,0,0,1,0
2498.8,0,0,1,0,0,1,1,0
1866.7,0,0,0,1,1,0,0,0
1579.7,1,0,0,1,1,0,0,1
1793.2,1,1,0,1,1,1,0,0
3094.2,0,0,0,0,1,0,0,1
1251.2,0,0,0,0,1,0,0,0
1621.3,0,0,1,0,0,0,1,0
2736.4,0,0,1,0,0,0,1,1
1883.4,1,1,0,1,1,1,0,1
2171.9,1,0,0,1,1,1,0,0
2290.9,0,0,1,1,0,0,0,1
2349.5,0,1,0,0,1,1,1,0
1733.9,0,0,0,0,1,0,0,0
1023.5,0,0,0,1,1,1,0,1
2352.5,0,0,1,1,0,0,1,1
2577.1,0,0,1,0,0,0,1,1
2120.0,0,0,0,0,0,0,1,1
2350.1,0,0,1,0,0,0,1,1
3077.5,0,0,0,0,1,1,0,1
2080.9,0,0,0,0,1,1,1,0
