SMA,SMA_b,WMA_b,STCK_b,MOM_b,LWR_b,ADO_b,CCI_b
1369.9,1,1,1,1,0,0,1
1411.0,1,1,0,1,1,0,0
1448.6,1,1,0,1,1,1,0
1476.9,1,1,1,1,0,1,0
1499.4,1,1,0,1,1,0,0
1517.1,1,1,0,1,1,0,0
1532.2,1,1,1,1,0,1,0
1546.9,1,1,0,1,1,1,0
1560.1,1,1,1,1,0,0,1
1572.7,1,1,0,1,1,1,1
1580.0,1,1,0,1,1,0,1
1580.6,1,1,0,1,0,1,0
1579.0,1,1,0,0,1,0,0
1580.6,1,1,0,1,0,1,0
1581.6,1,1,1,1,0,0,1
1582.4,1,1,0,1,0,1,1
1583.2,1,1,0,1,1,0,1
1583.7,1,1,0,1,0,0,0
1584.2,1,1,0,1,0,1,1
1584.4,1,1,0,1,1,0,0
1584.5,1,1,0,1,0,0,0
1584.5,1,1,0,0,0,1,1
1584.5,1,1,0,0,1,0,0
1584.4,1,1,0,0,0,1,1
1584.3,1,1,0,0,0,0,0
1584.1,1,1,0,0,0,1,1
1583.9,0,1,1,0,0,1,1
1583.7,0,0,0,0,0,0,0
1583.5,0,0,0,0,0,0,1
1583.3,0,0,0,0,1,0,1
1582.8,0,0,1,0,0,1,1
1581.7,0,0,0,0,1,0,1
1580.4,0,0,0,0,1,0,1
1578.6,0,0,0,0,1,0,1
1575.7,0,0,0,0,1,0,0
1572.2,0,0,0,0,1,1,0
1566.0,0,0,1,0,0,0,0
1559.5,0,0,1,0,0,0,1
1553.0,0,0,0,0,1,0,0
1546.2,0,0,1,0,0,1,1
1537.0,0,0,1,0,0,1,1
1528.0,0,0,0,0,1,1,1
1517.8,0,0,1,0,0,1,1
1512.2,0,0,0,0,1,1,1
1507.4,0,0,0,0,1,0,0
1500.9,0,0,1,0,0,1,1
1497.0,0,0,1,0,0,0,0
1493.2,0,0,0,0,1,1,0
1487.7,0,0,0,0,1,0,0
1481.4,0,0,0,0,1,0,1
1477.5,0,0,0,0,1,1,1
1473.2,0,0,0,0,1,0,0
1469.0,0,0,0,0,1,0,0
1458.2,0,0,1,0,0,1,1
1447.4,0,0,1,0,0,1,1
1438.1,0,0,1,0,0,1,1
1428.7,0,0,0,0,1,1,1
1418.9,0,0,1,0,0,0,0
1410.4,0,0,0,0,1,1,0
1401.5,0,0,1,0,0,1,1
1392.9,0,0,0,0,1,0,0
1384.8,0,0,0,0,1,1,1
1375.1,0,0,1,0,0,1,1
1368.8,0,0,1,0,0,0,1
1369.0,0,0,1,1,0,1,0
1371.6,0,0,0,1,1,0,0
1379.8,0,0,1,1,0,0,0
1390.7,1,0,0,1,1,0,0
1400.9,1,0,0,1,1,1,0
1405.7,1,0,0,1,1,0,0
1408.6,1,1,0,1,1,0,0
1411.4,1,1,0,1,1,1,0
1416.9,1,1,1,1,0,1,1
1423.6,1,1,1,1,0,0,1
1431.1,1,1,0,1,1,1,0
1436.0,1,1,0,1,1,0,0
1433.9,1,1,0,0,1,0,0
1428.6,1,1,0,0,1,0,0
1424.0,1,0,0,0,1,1,1
1425.8,1,0,1,1,0,1,1
1430.1,1,1,0,1,1,0,0
1433.5,1,1,0,1,1,0,0
1436.4,1,1,1,1,0,1,1
1437.7,1,1,0,1,1,1,1
1431.8,1,1,1,0,0,0,0
1426.5,0,1,1,0,0,1,0
1427.9,0,0,0,1,1,0,0
1437.6,1,0,0,1,1,1,0
1445.8,1,1,0,1,1,0,0
1453.0,1,1,0,1,1,1,0
1458.6,1,1,0,1,1,1,0
1464.1,1,1,0,1,1,1,0
1468.0,1,1,1,1,0,1,0
1471.6,1,1,0,1,1,1,0
1475.0,1,1,1,1,0,0,0
1479.0,1,1,0,1,1,0,0
1476.9,1,1,0,0,1,1,1
1467.0,1,1,1,0,0,0,0
1457.8,0,1,0,0,1,1,1
1448.7,0,0,1,0,0,1,1
1439.5,0,0,1,0,0,0,1
1434.3,0,0,1,0,0,0,0
1430.9,0,0,1,0,0,0,0
1427.1,0,0,0,0,1,0,1
1423.5,0,0,0,0,1,1,0
1418.5,0,0,0,0,1,0,0
1414.1,0,0,0,0,1,1,1
1409.8,0,0,0,0,1,0,1
1405.2,0,0,0,0,1,1,1
1398.2,0,0,1,0,0,0,1
1392.2,0,0,0,0,1,0,1
1383.5,0,0,1,0,0,1,1
1375.4,0,0,0,0,1,0,1
1367.5,0,0,1,0,0,1,1
1360.4,0,0,1,0,0,0,0
1354.1,0,0,1,0,0,1,1
1347.7,0,0,1,0,0,1,1
1341.8,0,0,1,0,0,1,1
1340.4,0,0,1,1,0,1,0
1344.7,0,0,0,1,1,0,0
1347.8,0,0,1,1,0,0,0
1356.0,0,0,0,1,0,0,0
1364.1,1,0,0,1,1,0,0
1372.0,1,1,0,1,1,1,0
1378.9,1,1,0,1,1,1,0
1385.8,1,1,0,1,1,0,0
1391.6,1,1,0,1,1,1,0
1396.8,1,1,0,1,1,1,0
1396.0,1,1,0,0,1,1,0
1391.8,1,1,1,0,0,0,1
1388.7,1,1,0,0,1,1,1
1379.6,0,1,0,0,1,0,0
1370.1,0,1,1,0,0,1,1
1360.5,0,0,0,0,1,0,0
1350.9,0,0,0,0,1,1,0
1340.8,0,0,1,0,0,1,0
1330.5,0,0,1,0,0,1,1
1320.7,0,0,0,0,1,0,0
1313.1,0,0,1,0,0,1,1
1306.8,0,0,1,0,0,1,1
1301.1,0,0,1,0,0,0,1
1297.9,0,0,1,1,0,0,0
1299.5,0,0,0,1,1,1,0
1300.6,0,0,0,1,1,0,0
1301.2,0,0,0,0,1,1,0
1301.9,0,0,0,1,1,1,0
1303.9,0,0,0,1,1,1,1
1305.6,1,0,0,1,1,0,0
1307.8,1,1,0,1,0,1,0
1309.7,1,1,1,1,0,1,1
1316.1,1,1,1,1,0,1,0
1321.3,1,1,0,1,1,1,0
1321.9,1,1,0,1,1,0,0
1323.2,1,1,0,1,1,1,0
1324.2,1,1,0,1,1,1,0
1325.1,1,1,0,0,1,0,0
1324.8,1,1,0,0,1,1,0
1322.7,1,1,1,0,0,0,1
1320.5,1,1,1,1,0,1,1
1322.9,1,1,1,1,0,1,1
1324.0,1,1,1,1,0,1,1
1327.3,1,1,0,1,1,0,1
1333.9,1,0,0,1,1,0,0
1340.7,1,0,0,1,1,0,0
1348.1,1,1,0,1,1,1,1
1356.0,1,1,0,1,1,0,0
1365.5,1,1,0,1,1,1,1
1376.8,1,1,0,1,1,1,1
1388.4,1,1,0,1,1,0,0
1395.4,1,1,1,1,0,0,0
1398.2,1,1,1,1,0,1,1
1398.2,1,1,1,1,0,1,1
1395.2,1,1,0,0,1,1,1
1392.0,1,1,0,0,1,0,0
1388.7,1,1,1,0,0,1,1
1386.3,1,1,0,0,1,0,0
1383.8,0,1,0,0,1,0,0
1381.3,0,0,0,0,1,0,1
1378.4,0,0,0,0,1,1,1
1375.1,0,0,0,0,1,1,1
1370.4,0,0,0,0,1,0,1
1364.3,0,0,1,0,0,1,1
1357.8,0,0,1,0,0,1,1
1351.5,0,0,1,0,0,0,1
1352.0,0,0,0,1,0,1,1
1352.0,0,0,0,0,1,0,0
1351.9,0,0,1,0,0,1,1
1352.0,0,0,1,1,0,1,1
1352.7,0,0,1,1,0,0,1
1356.5,0,0,0,1,1,0,0
1361.9,1,0,0,1,1,0,0
1368.4,1,1,0,1,1,0,0
1374.3,1,1,1,1,0,1,1
1379.9,1,1,1,1,0,0,0
1379.3,1,1,0,0,1,1,1
1378.4,1,1,0,0,1,1,1
1377.4,1,1,0,0,1,0,1
1376.4,1,1,0,0,1,0,0
1374.3,1,1,0,0,1,1,1
1369.8,0,1,0,0,1,0,0
1364.9,0,0,1,0,0,0,1
1360.5,0,0,1,0,0,1,1
1357.2,0,0,0,0,1,0,0
1353.9,0,0,0,0,1,1,1
1350.4,0,0,0,0,1,0,0
1346.7,0,0,0,0,1,0,1
1343.3,0,0,0,0,1,1,1
1340.0,0,0,0,0,1,0,0
1337.1,0,0,0,0,1,1,0
1333.8,0,0,1,0,0,0,1
1330.3,0,0,0,0,1,1,1
1324.8,0,0,1,0,0,1,1
1319.0,0,0,0,0,1,0,0
1312.9,0,0,1,0,0,0,1
1306.9,0,0,1,0,0,1,1
1301.0,0,0,0,0,1,0,1
1294.7,0,0,1,0,0,1,1
1288.4,0,0,0,0,1,1,1
1281.9,0,0,1,0,0,0,0
1275.7,0,0,1,0,0,0,0
1270.5,0,0,1,0,0,0,1
1266.9,0,0,0,0,1,1,1
1262.7,0,0,0,0,1,0,1
1258.0,0,0,0,0,1,1,1
1245.1,0,0,1,0,0,0,1
1232.6,0,0,1,0,0,1,1
1220.7,0,0,0,0,1,0,1
1207.9,0,0,1,0,0,1,1
1196.3,0,0,1,0,0,0,1
1186.0,0,0,0,0,1,0,0
1175.7,0,0,1,0,0,1,1
1166.1,0,0,1,0,0,0,1
1157.7,0,0,0,0,0,0,1
1150.4,0,0,1,0,0,0,0
1151.5,0,0,0,1,0,1,1
1152.6,0,0,0,1,0,0,0
1153.6,0,0,1,1,0,1,1
1156.9,0,0,1,1,0,1,0
1160.2,0,0,0,1,1,1,0
1162.9,1,0,0,1,1,0,0
1165.8,1,1,0,1,1,0,0
1168.6,1,1,1,1,0,0,1
1176.8,1,1,1,1,0,0,0
1191.0,1,1,0,1,1,0,0
1202.6,1,1,0,1,1,0,0
1213.4,1,1,0,1,1,1,0
1222.7,1,1,0,1,1,0,0
1230.3,1,1,0,1,1,0,0
1237.2,1,1,0,1,1,1,0
1243.1,1,1,0,1,1,0,0
1248.2,1,1,0,1,1,0,0
1252.0,1,1,1,1,0,1,1
1249.6,1,1,1,0,0,0,1
1241.0,1,1,1,0,0,1,1
1234.8,1,1,1,0,0,0,0
1229.3,0,1,1,0,0,1,1
1224.8,0,0,0,0,1,1,1
1220.5,0,0,0,0,1,0,0
1216.3,0,0,1,0,0,1,0
1211.5,0,0,1,0,0,1,1
1206.7,0,0,1,0,0,0,0
1202.7,0,0,0,0,1,1,1
1198.2,0,0,0,0,1,0,1
1193.7,0,0,0,0,1,1,0
1188.6,0,0,1,0,0,1,1
1183.6,0,0,0,0,0,1,1
1179.1,0,0,0,0,1,0,0
1174.5,0,0,0,0,1,1,1
1170.0,0,0,1,0,0,1,1
1166.7,0,0,0,0,0,0,1
1164.1,0,0,0,0,1,0,1
1161.7,0,0,0,0,1,1,1
1160.0,0,0,0,0,1,0,0
1158.2,0,0,0,0,1,1,1
1156.9,0,0,0,0,1,1,1
1155.3,0,0,0,0,1,1,1
1153.5,0,0,1,0,0,1,1
1152.1,0,0,1,0,0,1,1
1151.0,0,0,1,0,0,1,1
1150.1,0,0,1,0,0,1,1
1149.4,0,0,0,0,1,0,0
1148.9,0,0,0,0,0,1,0
1148.5,0,0,1,0,0,0,0
1148.5,0,0,1,1,0,1,1
1148.9,0,0,0,1,0,0,0
1149.6,0,0,0,1,0,0,0
1150.5,1,0,0,1,1,0,0
1151.1,1,1,0,1,1,1,1
1151.3,1,1,0,0,1,0,1
1150.2,1,1,1,0,0,0,1
1148.9,0,1,1,0,0,1,0
1147.3,0,1,0,0,1,1,1
1145.6,0,0,1,0,0,1,1
1143.8,0,0,1,0,0,1,1
1142.1,0,0,1,1,0,0,0
1144.3,0,0,0,1,1,1,0
1146.7,0,0,0,1,1,0,0
1149.3,1,0,0,1,1,0,0
1151.9,1,0,0,1,0,0,0
1155.6,1,0,0,1,1,0,0
1159.1,1,1,0,1,0,1,0
1162.9,1,1,0,1,0,0,0
1166.8,1,1,0,1,1,1,0
1170.5,1,1,0,1,1,0,0
1173.6,1,1,1,1,0,1,1
1172.6,1,1,1,0,0,1,1
1171.9,1,1,1,0,0,0,0
1171.1,1,1,1,0,0,1,1
1170.5,1,1,0,0,1,0,0
1169.8,1,1,0,0,1,0,0
1169.2,1,1,0,0,1,0,0
1168.0,0,0,0,0,1,1,1
1166.6,0,0,0,0,0,0,0
1165.4,0,0,0,0,0,1,1
1164.6,0,0,0,0,1,0,0
1163.7,0,0,0,0,1,1,1
1162.1,0,0,0,0,1,1,0
1160.0,0,0,1,0,0,1,0
1157.9,0,0,1,0,0,1,0
1155.3,0,0,0,0,1,0,1
1151.7,0,0,0,0,1,1,1
1147.5,0,0,0,0,1,0,1
1142.9,0,0,0,0,1,1,1
1138.0,0,0,0,0,1,0,0
1132.3,0,0,1,0,0,1,1
1126.3,0,0,0,0,1,1,1
1119.7,0,0,0,0,1,0,0
1113.3,0,0,1,0,0,1,1
1106.6,0,0,1,0,0,1,1
1102.8,0,0,1,0,0,1,1
1100.3,0,0,0,0,1,0,0
1098.4,0,0,0,0,1,1,0
1096.6,0,0,0,0,1,0,0
1094.7,0,0,0,0,1,1,0
1092.2,0,0,0,0,1,1,1
1090.1,0,0,1,0,0,1,1
1090.0,0,0,1,1,0,0,1
1091.8,0,0,1,1,0,1,1
1094.0,0,0,0,1,1,0,0
1093.6,0,0,1,0,0,1,1
1093.2,0,0,1,1,0,1,1
1094.3,1,0,0,1,1,0,0
1095.7,1,0,0,1,1,0,0
1097.4,1,0,0,1,1,1,0
1100.3,1,1,0,1,1,1,0
1102.7,1,1,0,0,1,0,1
1100.6,1,1,1,0,0,0,1
1097.0,1,1,1,0,0,1,1
1093.2,0,1,0,0,1,0,1
1089.4,0,1,1,0,0,1,1
1085.6,0,0,0,0,1,1,1
1080.8,0,0,0,0,1,0,0
1074.2,0,0,1,0,0,1,0
1066.6,0,0,1,0,0,0,0
1059.1,0,0,1,0,0,1,1
1052.3,0,0,1,0,0,0,1
1048.7,0,0,1,0,0,0,1
1048.6,0,0,1,1,0,1,0
1051.2,0,0,0,1,1,0,0
1057.1,0,0,0,1,1,0,0
1062.6,1,0,0,1,1,0,0
1068.0,1,0,0,1,1,0,0
1074.0,1,0,0,1,1,1,0
1080.8,1,1,0,1,1,0,0
1086.4,1,1,0,1,1,1,0
1091.2,1,1,0,1,1,1,1
1095.8,1,1,0,1,1,0,0
1094.7,1,1,0,0,1,1,1
1088.8,1,1,1,0,0,1,1
1080.6,1,1,1,0,0,0,1
1076.4,0,1,1,0,0,1,1
1072.5,0,0,1,0,0,0,1
1070.1,0,0,0,0,1,0,0
1066.9,0,0,0,0,1,0,1
1064.9,0,0,0,0,1,0,0
1063.3,0,0,0,0,1,1,1
1061.6,0,0,1,1,0,1,1
1063.9,0,0,1,1,0,1,1
1069.1,0,0,0,1,1,0,0
1073.6,1,1,0,1,1,1,0
1074.2,1,1,0,0,1,0,0
1072.8,1,1,0,0,1,0,0
1070.7,1,1,1,0,0,1,1
1069.5,1,1,0,0,1,0,0
1067.9,0,1,0,0,1,0,1
1066.5,0,1,0,0,1,0,0
1064.9,0,1,1,0,0,1,1
1061.9,0,0,1,1,0,0,1
1061.9,0,0,1,0,0,0,0
1061.1,0,0,0,0,1,1,0
1057.8,0,0,1,0,0,0,0
1056.3,0,0,0,0,1,0,0
1055.3,0,0,0,0,1,0,0
1052.9,0,0,1,0,0,0,1
1050.8,0,0,0,0,1,1,1
1048.3,0,0,0,0,1,0,1
1045.1,0,0,1,0,0,1,1
1040.9,0,0,0,0,1,1,1
1032.9,0,0,0,0,1,0,1
1025.5,0,0,1,0,0,1,1
1020.8,0,0,0,0,0,1,1
1016.2,0,0,0,0,0,0,1
1011.7,0,0,1,0,0,0,0
1009.0,0,0,0,0,0,0,0
1006.5,0,0,0,0,1,1,1
1004.5,0,0,1,0,0,0,0
1003.8,0,0,0,0,1,0,0
1003.5,0,0,0,0,1,1,1
1002.8,0,0,1,0,0,0,1
1001.8,0,0,1,0,0,1,1
1000.7,0,0,0,0,1,0,0
999.2,0,0,1,0,0,1,1
997.4,0,0,1,0,0,0,1
994.9,0,0,0,0,1,1,1
992.1,0,0,1,0,0,0,1
989.0,0,0,0,0,1,1,0
985.3,0,0,0,0,1,1,1
981.1,0,0,1,0,0,0,0
977.3,0,0,0,0,1,1,1
973.7,0,0,0,0,1,0,1
970.0,0,0,1,0,0,0,1
966.1,0,0,0,0,1,1,1
962.0,0,0,1,0,0,0,0
958.4,0,0,0,0,1,1,1
954.9,0,0,0,0,1,1,1
951.5,0,0,1,0,0,0,0
948.5,0,0,1,0,0,1,1
945.7,0,0,0,0,1,1,1
942.2,0,0,0,0,1,1,0
938.6,0,0,0,0,1,0,0
933.9,0,0,1,0,0,1,1
929.5,0,0,1,0,0,1,1
925.8,0,0,1,0,0,1,1
922.3,0,0,1,0,0,0,0
918.8,0,0,1,0,0,1,0
918.2,0,0,1,1,0,0,0
921.6,0,0,0,1,1,0,0
928.9,0,0,0,1,1,1,0
934.1,1,0,0,1,1,0,0
939.6,1,0,0,1,1,0,0
945.9,1,1,0,1,1,1,0
952.4,1,1,0,1,1,0,0
958.5,1,1,0,1,1,0,0
964.1,1,1,0,1,1,0,0
969.8,1,1,0,1,1,1,0
972.3,1,1,0,1,1,0,0
970.7,1,1,0,0,1,1,1
964.6,1,1,0,0,1,1,0
959.5,1,1,0,0,1,1,1
953.9,0,1,1,0,0,1,1
948.8,0,0,1,0,0,1,1
944.2,0,0,1,0,0,1,1
940.8,0,0,1,0,0,0,1
938.2,0,0,1,0,0,1,1
935.8,0,0,1,0,0,0,0
934.4,0,0,1,1,0,0,0
937.7,0,0,0,0,1,1,0
938.3,0,0,0,1,1,1,1
940.7,0,0,0,1,1,1,0
943.5,1,0,0,1,1,0,0
945.9,1,1,0,1,1,0,0
947.8,1,1,0,0,1,1,1
945.0,1,1,1,0,0,1,1
941.7,1,1,0,0,1,0,1
938.2,0,1,1,0,0,0,0
934.2,0,1,1,0,0,1,1
924.8,0,0,1,0,0,1,1
919.2,0,0,0,0,1,0,0
913.5,0,0,0,0,0,1,1
908.0,0,0,1,0,0,1,1
902.8,0,0,0,0,1,0,1
897.6,0,0,0,0,0,1,1
896.1,0,0,0,0,1,0,0
894.5,0,0,1,0,0,0,1
892.7,0,0,1,0,0,1,1
891.0,0,0,0,0,1,0,1
889.8,0,0,0,0,1,0,1
887.9,0,0,0,0,1,1,1
884.1,0,0,1,0,0,0,1
879.5,0,0,1,0,0,1,1
875.5,0,0,0,0,1,0,0
870.9,0,0,0,0,1,0,0
866.2,0,0,1,0,0,1,1
861.3,0,0,0,0,1,0,1
856.3,0,0,0,0,0,1,1
851.3,0,0,1,0,0,1,1
848.9,0,0,1,0,0,1,0
849.0,0,0,0,1,1,0,0
855.1,0,0,1,1,0,1,0
863.5,1,0,0,1,1,1,0
871.0,1,0,0,1,1,0,0
879.1,1,1,0,1,1,0,0
886.0,1,1,0,1,1,1,0
892.9,1,1,1,1,0,1,1
900.9,1,1,0,1,1,0,0
908.5,1,1,1,1,0,1,1
915.3,1,1,1,1,0,1,0
922.6,1,1,0,1,1,1,0
926.2,1,1,0,1,1,1,0
929.3,1,1,0,1,1,0,0
932.7,1,1,1,1,0,1,1
938.0,1,1,1,1,0,0,0
949.3,1,1,0,1,1,1,0
960.3,1,1,0,1,1,1,0
970.5,1,1,0,1,1,0,0
980.9,1,1,1,1,0,0,1
993.3,1,1,1,1,0,1,1
1004.1,1,1,0,1,1,0,0
1015.6,1,1,1,1,0,0,1
1030.1,1,1,0,1,1,0,0
1049.3,1,1,0,1,1,1,0
1070.4,1,1,1,1,0,0,0
1090.3,1,1,1,1,0,0,0
1116.3,1,1,0,1,1,1,0
1144.7,1,1,1,1,0,0,0
1179.6,1,1,0,1,1,1,0
1206.2,1,1,1,1,0,0,0
1232.6,1,1,1,1,0,0,1
1264.0,1,1,1,1,0,0,1
1297.9,1,1,1,1,0,0,0
1334.3,1,1,0,1,1,0,0
1374.5,1,1,0,1,1,1,0
1405.8,1,1,1,1,0,1,0
1433.9,1,1,0,1,1,0,0
1452.6,1,1,0,1,1,0,0
1464.8,1,1,0,1,1,1,0
1474.7,1,1,0,1,1,0,0
1483.5,1,1,0,1,1,0,0
1486.4,1,1,1,1,0,0,1
1482.8,1,1,0,0,1,1,1
1465.1,1,1,0,0,1,0,0
1436.2,0,1,1,0,0,1,0
1406.9,0,0,1,0,0,0,1
1376.4,0,0,1,0,0,1,1
1353.7,0,0,0,0,1,1,0
1325.9,0,0,0,0,1,1,0
1299.7,0,0,1,0,0,0,1
1271.9,0,0,1,0,0,0,1
1243.0,0,0,0,0,1,1,1
1208.7,0,0,1,0,0,0,1
1185.3,0,0,1,0,0,1,1
1165.0,0,0,0,0,1,0,0
1148.2,0,0,0,0,1,1,0
1126.7,0,0,1,0,0,0,1
1104.5,0,0,1,0,0,0,1
1091.2,0,0,1,0,0,0,1
1088.2,0,0,1,1,0,0,0
1092.8,0,0,0,1,1,1,0
1099.0,0,0,1,1,0,1,0
1111.1,0,0,0,1,1,1,0
1116.6,0,0,0,1,1,0,0
1120.3,1,0,0,1,1,1,0
1125.2,1,0,1,1,0,0,1
1136.8,1,1,0,1,1,1,0
1148.3,1,1,0,1,1,1,0
1152.3,1,1,0,1,1,1,0
1150.8,1,1,0,0,1,1,1
1138.7,1,1,1,0,0,0,1
1128.8,0,1,1,0,0,0,1
1123.3,0,1,0,0,1,1,1
1117.8,0,0,1,0,0,0,0
1115.5,0,0,0,0,1,0,0
1112.8,0,0,0,0,1,1,0
1105.4,0,0,1,0,0,0,1
1099.7,0,0,0,0,0,1,1
1097.9,0,0,0,0,1,1,0
1095.3,0,0,1,0,0,0,1
1098.6,0,0,0,1,1,1,0
1098.4,0,0,0,0,1,1,0
1091.2,0,0,0,0,1,0,1
1084.1,0,0,1,0,0,1,1
1074.9,0,0,1,0,0,0,1
1067.0,0,0,0,0,1,1,1
1059.6,0,0,0,0,1,0,0
1048.2,0,0,1,0,0,0,1
1037.7,0,0,1,0,0,0,1
1029.9,0,0,1,0,0,1,1
1021.6,0,0,0,0,1,0,0
1013.3,0,0,1,0,0,0,1
1007.4,0,0,1,0,0,0,1
1005.5,0,0,0,0,1,1,0
1003.5,0,0,1,0,0,1,1
1001.8,0,0,1,1,0,0,0
1004.3,0,0,1,1,0,0,0
1013.7,0,0,0,1,1,1,0
1024.9,1,0,0,1,1,1,0
1032.7,1,1,1,1,0,0,0
1042.4,1,1,0,1,1,1,0
1053.5,1,1,0,1,1,0,0
1062.8,1,1,0,1,1,1,0
1070.2,1,1,0,1,1,1,0
1078.8,1,1,1,1,0,0,0
1087.4,1,1,1,1,0,0,1
1097.8,1,1,1,1,0,1,0
1104.5,1,1,0,1,1,0,0
1106.5,1,1,0,1,1,1,0
1110.7,1,1,0,1,1,1,0
1109.2,1,1,1,0,0,0,1
1107.7,1,1,1,0,0,1,1
1108.7,1,1,1,1,0,0,1
1110.4,1,1,0,1,1,0,0
1111.6,1,1,0,0,1,1,0
1110.7,1,1,0,0,1,0,0
1104.3,0,1,1,0,0,1,1
1096.8,0,0,0,0,1,1,1
1090.7,0,0,0,0,1,0,0
1083.6,0,0,1,0,0,1,1
1079.9,0,0,1,0,0,0,1
1076.5,0,0,1,0,0,1,1
1072.2,0,0,1,0,0,0,1
1067.9,0,0,1,0,0,0,1
1067.7,0,0,1,1,0,1,0
1073.0,0,0,0,1,1,1,0
1080.3,0,0,0,1,1,1,0
1086.4,1,0,0,1,1,0,0
1092.6,1,0,1,1,0,0,0
1102.2,1,1,1,1,0,0,1
1117.6,1,1,0,1,1,1,0
1133.1,1,1,1,1,0,0,0
1152.3,1,1,1,1,0,1,0
1172.1,1,1,0,1,1,1,0
1186.0,1,1,0,1,1,0,0
1194.3,1,1,1,1,0,0,1
1204.0,1,1,1,1,0,0,1
1216.4,1,1,0,1,1,1,0
1226.1,1,1,1,1,0,0,0
1234.3,1,1,0,1,1,1,0
1235.2,1,1,0,0,1,1,0
1233.5,1,1,0,0,1,0,1
1225.5,1,1,1,0,0,0,1
1220.1,1,1,0,0,1,1,1
1216.4,0,1,1,0,0,0,1
1217.4,0,1,0,0,1,1,0
1213.6,0,0,0,0,1,0,0
1205.7,0,0,1,0,0,0,1
1202.9,0,0,1,0,0,1,1
1199.9,0,0,1,1,0,0,0
1204.3,0,0,0,1,1,1,0
1208.3,0,0,1,1,0,0,0
1218.2,1,0,0,1,1,1,0
1224.0,1,0,0,1,1,1,0
1227.0,1,1,0,1,1,1,0
1226.6,1,1,1,1,0,0,1
1234.2,1,1,1,1,0,1,0
1250.7,1,1,0,1,1,1,0
1262.1,1,1,1,1,0,0,0
1273.5,1,1,0,1,1,1,0
1273.8,1,1,0,0,1,0,0
1274.8,1,1,1,1,0,0,1
1275.1,1,1,0,1,0,0,0
1276.0,1,1,0,0,1,1,0
1275.8,1,1,1,1,0,0,1
1278.8,1,1,1,1,0,0,1
1281.4,1,1,1,1,0,1,1
1278.2,1,1,1,1,0,0,0
1284.4,1,1,0,1,1,1,0
1289.4,1,0,0,1,1,0,0
1300.6,1,1,1,1,0,1,1
1318.2,1,1,0,1,1,1,0
1331.1,1,1,0,1,1,1,0
1338.9,1,1,0,1,1,0,0
1345.7,1,1,0,1,1,1,0
1345.4,1,1,1,1,0,0,0
1340.7,1,1,0,0,1,1,0
1330.1,1,1,1,0,0,0,1
1318.5,0,1,1,0,0,1,1
1311.6,0,1,1,0,0,1,1
1304.3,0,1,1,0,0,0,1
1298.3,0,0,1,0,0,1,1
1297.2,0,0,0,0,1,1,0
1295.3,0,0,0,0,1,0,0
1298.1,0,0,1,1,0,1,1
1306.6,0,0,0,1,1,0,0
1312.2,1,0,0,1,1,1,0
1323.0,1,1,1,1,0,0,1
1335.0,1,1,1,1,0,1,0
1346.7,1,1,0,1,1,1,0
1353.1,1,1,1,1,0,0,1
1358.8,1,1,1,1,0,0,0
1368.7,1,1,0,1,1,0,0
1391.4,1,1,1,1,0,1,0
1422.0,1,1,0,1,1,1,0
1446.9,1,1,0,1,1,1,0
1467.6,1,1,1,1,0,0,0
1495.4,1,1,1,1,0,1,1
1522.5,1,1,0,1,1,1,0
1540.2,1,1,1,1,0,0,0
1568.4,1,1,0,1,1,1,0
1585.7,1,1,0,1,1,0,0
1594.5,1,1,0,1,1,1,0
1590.2,1,1,1,1,0,0,1
1585.2,1,1,1,0,0,1,1
1588.6,1,1,0,1,1,1,1
1596.6,1,1,0,1,1,0,0
1593.9,1,1,1,0,0,0,1
1587.4,1,1,1,0,0,0,1
1588.7,1,1,1,1,0,1,1
1590.0,1,0,1,1,0,0,0
1604.7,1,0,0,1,1,0,0
1629.5,1,1,0,1,1,0,0
1660.5,1,1,1,1,0,0,0
1693.1,1,1,1,1,0,0,0
1730.5,1,1,1,1,0,1,1
1777.7,1,1,0,1,1,1,0
1820.0,1,1,0,1,1,0,0
1833.5,1,1,0,1,1,1,0
1838.4,1,1,0,1,1,0,0
1836.7,1,1,1,0,0,1,1
1826.8,1,1,1,0,0,0,1
1808.6,1,1,1,0,0,0,1
1797.5,1,1,1,0,0,0,1
1786.0,0,1,0,0,1,1,0
1759.2,0,1,0,0,1,0,0
1722.3,0,0,0,0,1,1,0
1689.5,0,0,1,0,0,0,1
1685.2,0,0,0,0,1,1,0
1683.1,0,0,1,1,0,0,1
1684.2,0,0,1,1,0,1,1
1692.0,0,0,0,1,1,1,0
1694.4,0,0,1,1,0,0,0
1691.1,0,0,1,1,0,0,1
1688.6,0,0,1,1,0,0,0
1701.6,1,0,0,1,1,1,0
1719.1,1,0,1,1,0,1,0
1745.3,1,1,0,1,1,0,0
1778.1,1,1,1,1,0,0,1
1825.0,1,1,0,1,1,1,0
1874.3,1,1,1,1,0,0,0
1926.3,1,1,1,1,0,0,1
1994.5,1,1,0,1,1,0,0
2069.1,1,1,1,1,0,1,0
2137.3,1,1,0,1,1,1,0
2189.7,1,1,0,1,1,0,0
2233.0,1,1,0,1,1,1,0
2266.0,1,1,0,1,1,0,0
2286.3,1,1,1,1,0,0,1
2307.7,1,1,1,1,0,1,1
2331.0,1,1,1,1,0,0,1
2355.9,1,1,1,1,0,0,0
